subject,list,trial,prime_given,prime_condition,target,state,state_RT,response,response_RT,accuracy,prompt,distance
63,ExpProc3,27,HURRICANE,semantic,tsunami,other,6509,typhoon,2575,0,The proper name for a tidal	wave,9
63,ExpProc3,28,BILATERAL,both,binomial,other,8236,binumeral,2354,0,A mathematical expression consisting of two terms,9
63,ExpProc3,29,IDEAL,semantic,paragon,tipoftongue,9586,12345,1291,0,A person or thing characterized as a perfect example of a particular quality,7
63,ExpProc3,30,GAUDY,semantic,pretentious,dontknow,6827,12345,840,0,Attempting to impress by affecting greater importance or talent than is actually possesssed,11
63,ExpProc3,31,IMPLEMENT,phonological,interject,other,2097,interject,1889,1,"To say something abruptly, especially as an aside or interruption",9
63,ExpProc3,32,OBSTRETRICIAN,phonological,obstinate,know,2865,obstinate,2175,1,"Stubbornly refusing to change one's opinion or action, despite reason, arguments, or persuasion",13
63,ExpProc3,33,LABEL,phonological,libel,know,1964,libel,1200,1,The illegal act of writing untrue things about someone,5
63,ExpProc3,34,NARRATE,phonological,Nairobi,know,1024,Nairobi,2493,1,Capital of Kenya,6
63,ExpProc3,35,RECOMMENDATION,semantic,proposition,other,4172,commendation,2405,0,Something offered for consideration or acceptance,14
63,ExpProc3,36,ADVANCE,both,advocate,tipoftongue,5036,12345,1600,0,To plead the cause of another; to support or promote,8
63,ExpProc3,37,ALARM,unrelated,deference,dontknow,5277,12345,4513,0,Humble submission and respect,9
63,ExpProc3,38,WRESTLE,unrelated,eccentric,dontknow,1694,12345,2204,0,Unconventional and slightly strange; deviating from an established or usual pattern or style,9
63,ExpProc3,39,SHOP,unrelated,Helsinki,know,2014,Helsinki,2697,1,Capital of Finland,8
63,ExpProc3,40,KENT,semantic,Wayne,know,1889,Wayne,2672,1,Last name of Batman's secret identity,5
63,ExpProc3,41,BARGAIN,both,barter,know,814,barter,1538,1,To trade by exchanging goods for other goods rather than money,7
63,ExpProc3,42,NIGHT,unrelated,embryology,other,3473,prenatal,3082,0,The study of the developing fetus before birth,10
63,ExpProc3,43,COPENHAGEN,semantic,Stockholm,know,3162,Stockholm,2846,1,Capital of Sweden,10
63,ExpProc3,44,ADVANTAGEOUS,both,auspicious,dontknow,6956,12345,758,0,Showing or suggesting that future success is likely,12
63,ExpProc3,45,LOCKET,phonological,loquacious,other,5555,loud,1566,0,Tending to talk much or freely; chatty,10
63,ExpProc3,46,WITHDRAWN,semantic,taciturn,know,5077,shy,751,0,"Saying little, reserved, uncommunicative",9
63,ExpProc3,47,WATER,unrelated,Garland,tipoftongue,2322,12345,1171,0,Last name of actress who played Dorothy in Wizard of Oz,7
63,ExpProc3,48,TOKYO,semantic,Seoul,know,828,Seoul,2015,1,Capital of South Korea,5
63,ExpProc3,49,ADVANCED,semantic,precocious,other,2683,prodigy,2111,0,Having developed certain abilities or proclivities at an earlier age than usual,10
63,ExpProc3,50,NOISE,unrelated,elucidate,other,6176,clarify,1845,0,To make something clear; explain in detail,9
63,ExpProc3,51,MIRACLE,phonological,Miller,tipoftongue,2998,12345,1352,0,Last name of the author of The Crucible,6
63,ExpProc3,52,KICK,unrelated,foliage,other,5517,nest,1128,0,"A cluster of leaves, buds, or branches",7
63,ExpProc3,53,CHEW,unrelated,Dean,dontknow,1706,Cruise,3511,0,Last name of American actor known for his role in Rebel Without A Cause,4
63,ExpProc3,54,KENOBI,semantic,Skywalker,know,3577,Skywalker,2350,1,Last name of Leia's brother and Darth Vader's son in Star Wars,9
63,ExpProc3,55,PRINT,unrelated,Darfur,know,663,Darfur,1792,1,Region in Sudan where guerilla conflict and possibly genocide began in 2003,6
63,ExpProc3,56,MANILA,phonological,Mandela,know,1229,Mandela,2483,1,Last name of South African imprisoned for 27 years before becoming president,6
63,ExpProc3,57,FREEZE,unrelated,covenant,other,5400,commandment,2127,0,A promise between God and humans,8
63,ExpProc3,58,POINT,unrelated,Cummings,other,2959,Frost,1546,0,20th century American poet whose trademark was using only lowercase letters,8
63,ExpProc3,59,BLAND,both,banal,dontknow,2319,12345,713,0,Obvious or trite; commonplace,5
63,ExpProc3,60,RHINO,unrelated,denigrate,other,6849,slander,2296,0,To criticize unfairly; to attack the reputation of,9
63,ExpProc3,61,BEARD,unrelated,gosling,dontknow,7863,12345,819,0,A young goose,7
63,ExpProc3,62,LLAMA,unrelated,diverge,dontknow,4147,12345,685,0,To extend in separate directions from a common point; to turn aside or deviate,7
63,ExpProc3,63,CRACK,unrelated,epithet,dontknow,3287,12345,638,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,7
63,ExpProc3,64,CARLISLE,both,Carver,know,13124,Carver,1660,1,Last name of man credited with inventing peanut butter,7
63,ExpProc3,65,BOLIVAR,both,Batista,dontknow,2818,12345,3537,0,Cuban president overthrown by Castro,6
63,ExpProc3,66,HARBINGER,phonological,herbaceous,dontknow,1709,12345,282,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
63,ExpProc3,67,MEANDER,phonological,meager,know,4161,meager,1450,1,"Lacking desirable qualities, as in richness or strength",7
63,ExpProc3,68,IDIOMATIC,phonological,idiosyncrasy,dontknow,2431,12345,1132,0,"A distinctive or peculiar feature or characteristic of an individual, place, or thing",12
63,ExpProc3,69,WRAP,unrelated,default,other,5974,writ,1378,0,"To fail to act, to pay, or to appear for judgment in court",7
63,ExpProc3,70,OMNIVOROUS,phonological,omnipotent,tipoftongue,8740,12345,1106,0,Having unlimited power; able to do anything,10
63,ExpProc3,71,PAWN,unrelated,facetious,dontknow,4185,12345,1938,0,Treating serious issues with deliberately inappropiate humor,9
63,ExpProc3,72,ALGORITHM,both,abacus,know,1203,abacus,1818,1,Instrument for performing calculations by sliding beads along rods or grooves,9
63,ExpProc3,73,CORDOBA,both,Caracas,know,555,Caracas,1775,1,Capital of Venezuela,6
63,ExpProc3,74,HOT,phonological,hoist,other,1548,levitate,1807,0,To raise into position by means of a pulley,5
63,ExpProc3,75,TORONTO,semantic,Ottawa,know,1671,Ottawa,1933,1,Capital of Canada,6
63,ExpProc3,76,JERK,semantic,tic,know,1069,twitch,7200,0,"A habitual spastic motion of particular muscles, especially in the face",4
63,ExpProc3,77,DUCK,unrelated,fervent,dontknow,2942,12345,1417,0,Having or displaying a passionate intensity,7
63,ExpProc3,78,GLACIER,semantic,Yellowstone,know,1277,Yellowstone,3401,1,National park in which Old Faithful is located,11
63,ExpProc3,79,INJURED,phonological,injudicious,dontknow,7202,12345,804,0,Showing poor judgment; unwise,11
63,ExpProc3,80,MONDALE,semantic,Quayle,tipoftongue,2484,12345,791,0,Last name of vice president of George H.W. Bush,7
63,ExpProc3,81,CORPSE,both,carcass,know,1071,Carcass,3042,1,"The complete remains of a dead animal, especially at a butcher's",7
63,ExpProc3,82,OUTLINE,semantic,recapitulate,know,5492,outline,1680,0,Summarize and state again the main points of something,12
63,ExpProc3,83,ABNORMALITY,both,anachronism,dontknow,4349,12345,735,0,Something out of keeping with the time in which it exists,11
63,ExpProc3,84,MONOGRAM,phonological,monotony,know,2567,monotone,1567,0,Tedious sameness of tone or sound,8
63,ExpProc3,85,BEFUDDLE,both,bewilder,other,4946,befuddle,2081,0,To cause someone to become perplexed and confused,8
63,ExpProc3,86,ABANDON,both,abdicate,know,3324,vanquish,1690,0,To formally renounce a throne,8
63,ExpProc3,87,APPLAUSE,both,accolade,dontknow,6045,12345,727,0,A ceremonial embrace; an award or expression of praise,8
63,ExpProc3,88,CLAYBORN,both,Clemens,tipoftongue,3219,Clayton,3717,0,Original last name of Mark Twain,7
63,ExpProc3,89,LAPSE,unrelated,fortuitous,know,762,coincidence,1951,0,Happening by a lucky chance or by accident rather than by design,10
63,ExpProc3,90,HAPPY,unrelated,Gershwin,dontknow,1869,12345,1125,0,Last name of American composer most known for Rhapsody in Blue and An American in Paris,8
63,ExpProc3,91,HEAD,unrelated,congruent,other,5678,clone,1228,0,Identical in form; coinciding exactly when superimposed,9
63,ExpProc3,92,CAIRO,both,Casablanca,other,2824,Tangier,1680,0,Capital of Morocco and famous movie title,9
63,ExpProc3,93,EGG,unrelated,deplete,other,3530,empty,2458,0,To empty of a principal substance; to exhaust the abundance of,7
63,ExpProc3,94,OKRA,phonological,O'Connor,dontknow,5222,12345,1059,0,Last name of first female US Supreme Court justice,7
63,ExpProc3,95,DISC,unrelated,Hancock,other,6899,Jefferson,2639,0,Last name of first man to sign the Declaration of Independence,7
63,ExpProc3,96,CLARK,both,Clay,know,701,Clay,1285,1,Original last name of Muhammad Ali,4
63,ExpProc3,97,CHRISTIE,both,Carroll,tipoftongue,3464,12345,793,0,Last name of author of Alice in Wonderland,7
63,ExpProc3,98,ADAMS,semantic,Revere,know,9243,Revere,1856,1,Last name of American revolutionary known for his midnight ride,6
63,ExpProc3,99,VISION,semantic,prophecy,other,1816,forecast,1666,0,A prediction of what will happen in the future,8
63,ExpProc3,100,CORSICA,semantic,Sicily,other,2040,Sicily,1906,1,The largest Mediterranean island; the Italian island known for its archaelogical sites and major cities such as Palermo,7
64,ExpProc4,1,YOUTH,unrelated,binomial,other,5650,equation,7897,0,A mathematical expression consisting of two terms,8
64,ExpProc4,2,PERSISTENT,semantic,obstinate,tipoftongue,13829,mulish,10365,0,"Stubbornly refusing to change one's opinion or action, despite reason, arguments, or persuasion",10
64,ExpProc4,3,BOOTH,semantic,Oswald,know,1721,Oswald,1982,1,Last name of JFK's assassin,6
64,ExpProc4,4,WINE,unrelated,carcass,other,6553,corpse,2913,0,"The complete remains of a dead animal, especially at a butcher's",7
64,ExpProc4,5,WALKER,both,Wayne,know,1714,Wayne,1776,1,Last name of Batman's secret identity,5
64,ExpProc4,6,PLUG,unrelated,Batista,dontknow,1562,12345,2349,0,Cuban president overthrown by Castro,7
64,ExpProc4,7,HANDKERCHIEF,phonological,Helsinki,know,5876,Helsinki,3524,1,Capital of Finland,11
64,ExpProc4,8,DREDGE,semantic,hoist,know,4589,hoist,1744,1,To raise into position by means of a pulley,6
64,ExpProc4,9,GHANDI,semantic,Mandela,know,1174,Mandela,1623,1,Last name of South African imprisoned for 27 years before becoming president,7
64,ExpProc4,10,REEVES,both,Revere,know,1037,revere,1729,1,Last name of American revolutionary known for his midnight ride,5
64,ExpProc4,11,EMBLEMATIC,phonological,embryology,know,1099,embryology,3605,1,The study of the developing fetus before birth,10
64,ExpProc4,12,QUINN,both,Quayle,know,5343,quayle,2344,1,Last name of vice president of George H.W. Bush,5
64,ExpProc4,13,CHUTE,unrelated,anagram,other,1824,anagram,2858,1,"Word made by changing the order of letters in another word; e.g. plum, lump",7
64,ExpProc4,14,INVALIDATE,semantic,nullify,know,4848,invalidate,2050,0,Make of no use or value; cancel out,10
64,ExpProc4,15,TYPHOON,both,tsunami,know,4647,tsunami,2776,1,The proper name for a tidal	wave,7
64,ExpProc4,16,TERSE,both,taciturn,know,2128,terse,1111,0,"Saying little, reserved, uncommunicative",8
64,ExpProc4,17,SARDINIA,both,Sicily,other,2740,Sicily,1862,1,The largest Mediterranean island; the Italian island known for its archaelogical sites and major cities such as Palermo,7
64,ExpProc4,18,TRUCK,unrelated,Alcott,know,1310,Alcott,1161,1,Last name of author of Little Women,6
64,ExpProc4,19,TWITCH,both,tic,know,1076,tic,1120,1,"A habitual spastic motion of particular muscles, especially in the face",6
64,ExpProc4,20,PARADIGM,both,paragon,know,1303,archetype,4730,0,A person or thing characterized as a perfect example of a particular quality,8
64,ExpProc4,21,LOCK,unrelated,Carver,know,2157,carver,2027,1,Last name of man credited with inventing peanut butter,6
64,ExpProc4,22,FORSEE,phonological,fortuitous,other,1058,happenstance,2781,0,Happening by a lucky chance or by accident rather than by design,10
64,ExpProc4,23,BLOSSOMING,semantic,herbaceous,tipoftongue,3598,carniferous,3955,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
64,ExpProc4,24,DENIZEN,phonological,denigrate,know,1185,malign,1529,0,To criticize unfairly; to attack the reputation of,9
64,ExpProc4,25,DAWN,phonological,Dante,know,1170,Dante,1882,1,Italian poet known for writing The	Inferno,4
64,ExpProc4,26,CAT,unrelated,abacus,know,1141,abacus,2654,1,Instrument for performing calculations by sliding beads along rods or grooves,6
64,ExpProc4,27,PROMISCUOUS,both,polygamy,know,1256,polygamy,2437,1,The practice of having more than one spouse at the same time,11
64,ExpProc4,28,SCREEN,unrelated,allocation,tipoftongue,7709,12345,10967,0,Portion set aside for a specific purpose or to particular persons or things,10
64,ExpProc4,29,GESTALT,phonological,Gershwin,dontknow,2703,12345,2082,0,Last name of American composer most known for Rhapsody in Blue and An American in Paris,7
64,ExpProc4,30,ELEPHANT,phonological,epithet,know,4127,typical,2818,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,8
64,ExpProc4,31,UNIQUENESS,semantic,idiosyncrasy,know,2356,idiosyncrasy,4835,1,"A distinctive or peculiar feature or characteristic of an individual, place, or thing",12
64,ExpProc4,32,COGNIZANT,phonological,congruent,know,6496,symmetrical,4193,0,Identical in form; coinciding exactly when superimposed,9
64,ExpProc4,33,FACILITATE,phonological,facetious,other,7918,facetious,10399,1,Treating serious issues with deliberately inappropiate humor,10
64,ExpProc4,34,SAIGON,both,Seoul,know,1154,Seoul,2020,1,Capital of South Korea,5
64,ExpProc4,35,PREMATURE,both,precocious,tipoftongue,5101,gifted,8871,0,Having developed certain abilities or proclivities at an earlier age than usual,10
64,ExpProc4,36,KNOCK,unrelated,Clemens,dontknow,7106,12345,1815,0,Original last name of Mark Twain,7
64,ExpProc4,37,PROVOKE,semantic,instigate,other,1878,impel,1590,0,"To goad or push forward; to incite someone to do something, especially something bad",9
64,ExpProc4,38,DARKEN,phonological,Darfur,know,1038,Darfur,2698,1,Region in Sudan where guerilla conflict and possibly genocide began in 2003,5
64,ExpProc4,39,PILSEN,both,Prague,know,3923,Prague,3149,1,Capital of Czechoslovakia,5
64,ExpProc4,40,BAGEL,unrelated,chameleon,know,1032,chameleon,2900,1,A small lizard with skin that changes color to match its surroundings,9
64,ExpProc4,41,SOLO,both,Skywalker,know,901,Skywalker,2582,1,Last name of Leia's brother and Darth Vader's son in Star Wars,8
64,ExpProc4,42,PRESUMPTUOUS,both,pretentious,other,8123,affected,6350,0,Attempting to impress by affecting greater importance or talent than is actually possesssed,12
64,ExpProc4,43,BOTTLE,unrelated,auspicious,dontknow,3114,12345,879,0,Showing or suggesting that future success is likely,10
64,ExpProc4,44,ESOTERIC,semantic,obscure,other,1378,confusing,2314,0,Not readily understood or clearly expressed,8
64,ExpProc4,45,PLACEBO,both,panacea,other,5770,chimera,1981,0,A medicine which can cure any illness,7
64,ExpProc4,46,SPARSE,semantic,meager,other,3067,weak,1074,0,"Lacking desirable qualities, as in richness or strength",6
64,ExpProc4,47,WILSON,both,Watson,know,722,Watson,1769,1,Last name of Sherlock Holmes' assistant and friend,5
64,ExpProc4,48,JUDGE,unrelated,banal,know,4759,banal,1301,1,Obvious or trite; commonplace,5
64,ExpProc4,49,VIEW,unrelated,anachronism,know,963,anachronistic,2626,0,Something out of keeping with the time in which it exists,11
64,ExpProc4,50,TENNYSON,both,Thoreau,other,10226,Tennyson,1909,0,Last name of American transcendentalist known for Walden and Civil Disobedience,7
64,ExpProc4,51,DEED,phonological,Dean,know,950,dean,1524,1,Last name of American actor known for his role in Rebel Without A Cause,3
64,ExpProc4,52,AIR,unrelated,Carroll,know,1121,Carroll,2386,1,Last name of author of Alice in Wonderland,7
64,ExpProc4,53,PINK,unrelated,abdicate,other,3306,abdicate,2137,1,To formally renounce a throne,8
64,ExpProc4,54,PERJURY,semantic,libel,know,766,libel,3323,1,The illegal act of writing untrue things about someone,7
64,ExpProc4,55,GARNISH,phonological,Garland,know,440,garland,1705,1,Last name of actress who played Dorothy in Wizard of Oz,6
64,ExpProc4,56,PLANK,unrelated,advocate,know,9163,advocate,3051,1,To plead the cause of another; to support or promote,8
64,ExpProc4,57,REITERATE,both,recapitulate,other,9212,rehash,2153,0,Summarize and state again the main points of something,12
64,ExpProc4,58,VERBOSE,semantic,loquacious,know,1032,verbose,2460,0,Tending to talk much or freely; chatty,10
64,ExpProc4,59,CONVENIENT,phonological,covenant,know,1152,covenant,2778,1,A promise between God and humans,10
64,ExpProc4,60,FLASHY,semantic,ostentatious,know,1169,gauche,1961,0,Characterized by vulgar or conspicuous display,12
64,ExpProc4,61,BANNER,unrelated,Casablanca,know,1386,Casablanca,3339,1,Capital of Morocco and famous movie title,10
64,ExpProc4,62,BERLIN,semantic,Nuremberg,other,3000,berlin,1457,0,German city for which antisemitic laws were named,9
64,ExpProc4,63,DIFFICULT,phonological,default,other,5723,defect,1439,0,"To fail to act, to pay, or to appear for judgment in court",9
64,ExpProc4,64,HALL,phonological,Hale,know,997,hale,2899,1,Last name of man known for saying I only regret that I have but one life to give for my country,3
64,ExpProc4,65,DIVA,phonological,diverge,know,1567,diverge,1721,1,To extend in separate directions from a common point; to turn aside or deviate,7
64,ExpProc4,66,EARHART,semantic,Lindbergh,know,2191,Lindbergh,3868,1,Last name of first person to fly solo nonstop across Atlantic,9
64,ExpProc4,67,FOREVER,phonological,fervent,tipoftongue,8311,fervor,11212,0,Having or displaying a passionate intensity,7
64,ExpProc4,68,ROBERTSON,both,Robinson,know,479,Robinson,2838,1,Last name of first African American Major League Baseball player,8
64,ExpProc4,69,TRIPOLI,semantic,Nairobi,other,4863,Tripoli,3209,0,Capital of Kenya,7
64,ExpProc4,70,LENGTH,unrelated,Clay,know,1162,clay,1266,1,Original last name of Muhammad Ali,6
64,ExpProc4,71,GINSBURG,semantic,O'Connor,know,2632,O'Connor,4061,1,Last name of first female US Supreme Court justice,8
64,ExpProc4,72,SHELLEY,both,Shaw,know,3247,Shaw,1496,1,Last name of Irish author well known for Pygmalion and Man and Superman,6
64,ExpProc4,73,DEPTH,phonological,deplete,know,641,deplete,2107,1,To empty of a principal substance; to exhaust the abundance of,7
64,ExpProc4,74,PROGNOSIS,both,prophecy,other,6475,forecast,1606,0,A prediction of what will happen in the future,9
64,ExpProc4,75,LIGHT,unrelated,barter,know,938,barter,2546,1,To trade by exchanging goods for other goods rather than money,6
64,ExpProc4,76,YOSEMITE,both,Yellowstone,know,386,Yellowstone,3165,1,National park in which Old Faithful is located,10
64,ExpProc4,77,GLASS,unrelated,bewilder,know,1047,befuddle,1811,0,To cause someone to become perplexed and confused,8
64,ExpProc4,78,DOVE,unrelated,abstain,other,1344,restrain,2154,0,To refrain deliberately and often with an effort of self-denial from an action or practice,7
64,ExpProc4,79,PHONE,unrelated,Andes,know,456,Andes,1344,1,South America's largest mountain range,5
64,ExpProc4,80,GOBLIN,phonological,gosling,other,4524,gander,1409,0,A young goose,7
64,ExpProc4,81,SUNDSVALL,both,Stockholm,know,782,Stockholm,4124,1,Capital of Sweden,8
64,ExpProc4,82,MENTION,semantic,interject,know,284,blurt,1466,0,"To say something abruptly, especially as an aside or interruption",9
64,ExpProc4,83,FOLDING,phonological,foliage,other,2391,foliage,2413,1,"A cluster of leaves, buds, or branches",7
64,ExpProc4,84,MINT,unrelated,Caracas,know,346,Caracas,4462,1,Capital of Venezuela,7
64,ExpProc4,85,CLEAVE,semantic,mince,know,1281,mince,2301,1,To cut or chop food into very small pieces,6
64,ExpProc4,86,CONTUSION,semantic,hemorrhage,know,3176,hemorrhage,2700,1,"The escape of blood from vessels, including internal and external bleeding",10
64,ExpProc4,87,ALBEE,semantic,Miller,know,401,miller,1666,1,Last name of the author of The Crucible,6
64,ExpProc4,88,CAP,unrelated,Bangkok,know,429,Bangkok,2254,1,Capital of Thailand,7
64,ExpProc4,89,ENDLESS,semantic,omnipotent,know,391,omnipotent,3498,1,Having unlimited power; able to do anything,10
64,ExpProc4,90,INVARIABILITY,semantic,monotony,know,289,monotony,2007,1,Tedious sameness of tone or sound,13
64,ExpProc4,91,PRESENTATION,both,proposition,other,1510,present,1434,0,Something offered for consideration or acceptance,12
64,ExpProc4,92,HERPETOLOGY,semantic,ornithology,tipoftongue,5387,ornithology,10099,1,Branch of zoology dealing with birds,11
64,ExpProc4,93,THOUGHTLESS,semantic,injudicious,know,454,rash,1030,0,Showing poor judgment; unwise,11
64,ExpProc4,94,DECADENCE,phonological,deference,other,5132,deference,5917,1,Humble submission and respect,9
64,ExpProc4,95,WOOD,unrelated,accolade,dontknow,5887,12345,1213,0,A ceremonial embrace; an award or expression of praise,8
64,ExpProc4,96,HANDLE,phonological,Hancock,know,580,Hancock,2040,1,Last name of first man to sign the Declaration of Independence,6
64,ExpProc4,97,ONTARIO,both,Ottawa,know,712,Ottawa,2151,1,Capital of Canada,6
64,ExpProc4,98,CUMMERBUND,phonological,Cummings,know,1205,cummings,3060,1,20th century American poet whose trademark was using only lowercase letters,9
64,ExpProc4,99,ECSTATIC,phonological,eccentric,know,2084,esoteric,1420,0,Unconventional and slightly strange; deviating from an established or usual pattern or style,9
64,ExpProc4,100,ELUSIVE,phonological,elucidate,know,1959,elucidate,3084,1,To make something clear; explain in detail,9
65,ExpProc1,1,BROWNING,semantic,Cummings,know,7341,ee,2690,0,20th century American poet whose trademark was using only lowercase letters,8
65,ExpProc1,2,CLARIFY,semantic,elucidate,know,8652,clarify,10086,0,To make something clear; explain in detail,9
65,ExpProc1,3,OMNISCIENT,both,omnipotent,tipoftongue,11345,12345,3037,0,Having unlimited power; able to do anything,10
65,ExpProc1,4,ABSOLVE,phonological,abstain,know,1558,abstain,2521,1,To refrain deliberately and often with an effort of self-denial from an action or practice,7
65,ExpProc1,5,NICKNAME,semantic,epithet,dontknow,0,12345,6613,0,An adjective or phrase expressing a quality regarded as characteristic of the person or thing,8
65,ExpProc1,6,SARCASTIC,semantic,facetious,know,2578,satire,3962,0,Treating serious issues with deliberately inappropiate humor,9
65,ExpProc1,7,SPLIT,semantic,diverge,tipoftongue,10505,12345,10442,0,To extend in separate directions from a common point; to turn aside or deviate,7
65,ExpProc1,8,THIGH,unrelated,Seoul,dontknow,3380,12345,3456,0,Capital of South Korea,5
65,ExpProc1,9,ALCHEMY,phonological,Alcott,know,1407,Alcott,4366,1,Last name of author of Little Women,6
65,ExpProc1,10,WORK,unrelated,pretentious,tipoftongue,6073,12345,11714,0,Attempting to impress by affecting greater importance or talent than is actually possesssed,11
65,ExpProc1,11,HAPHAZARD,semantic,fortuitous,know,1202,serendipitous,7217,0,Happening by a lucky chance or by accident rather than by design,10
65,ExpProc1,12,LINDELL,both,Lindbergh,know,3930,Lindell,1996,0,Last name of first person to fly solo nonstop across Atlantic,8
65,ExpProc1,13,LAWN,unrelated,Quayle,dontknow,2762,12345,1331,0,Last name of vice president of George H.W. Bush,6
65,ExpProc1,14,COMMENCE,phonological,Clemens,know,5486,Clemens,3442,1,Original last name of Mark Twain,7
65,ExpProc1,15,WEAK,unrelated,tic,know,2619,twitch,3034,0,"A habitual spastic motion of particular muscles, especially in the face",4
65,ExpProc1,16,CAMELBACK,phonological,chameleon,know,1127,chameleon,2760,1,A small lizard with skin that changes color to match its surroundings,9
65,ExpProc1,17,NAMIBIA,both,Nairobi,tipoftongue,5490,12345,2655,0,Capital of Kenya,6
65,ExpProc1,18,YIELDING,semantic,deference,know,3462,yielding,3927,0,Humble submission and respect,9
65,ExpProc1,19,CLAP,phonological,Clay,tipoftongue,3342,clay,3436,1,Original last name of Muhammad Ali,3
65,ExpProc1,20,BALL,semantic,Garland,tipoftongue,14003,gable,2893,0,Last name of actress who played Dorothy in Wizard of Oz,7
65,ExpProc1,21,GABLE,semantic,Dean,tipoftongue,3193,gable,1044,0,Last name of American actor known for his role in Rebel Without A Cause,5
65,ExpProc1,22,GATE,unrelated,Yellowstone,tipoftongue,5458,Yellowstone,2656,1,National park in which Old Faithful is located,11
65,ExpProc1,23,VOWEL,unrelated,Robinson,tipoftongue,7417,Robinson,2132,1,Last name of first African American Major League Baseball player,8
65,ExpProc1,24,OSLO,semantic,Helsinki,dontknow,8532,12345,1905,0,Capital of Finland,8
65,ExpProc1,25,BIZARRE,semantic,eccentric,know,1508,bizarre,4608,0,Unconventional and slightly strange; deviating from an established or usual pattern or style,9
65,ExpProc1,26,NORDERSTEDT,both,Nuremberg,know,5718,Nuremburg,2771,0,German city for which antisemitic laws were named,10
65,ExpProc1,27,GEM,unrelated,polygamy,know,1021,polygamy,3106,1,The practice of having more than one spouse at the same time,8
65,ExpProc1,28,CARWASH,phonological,Carver,dontknow,1413,12345,572,0,Last name of man credited with inventing peanut butter,6
65,ExpProc1,29,INITIATE,both,instigate,know,916,provoke,3372,0,"To goad or push forward; to incite someone to do something, especially something bad",9
65,ExpProc1,30,GROW,unrelated,tsunami,know,968,tsunami,2823,1,The proper name for a tidal	wave,7
65,ExpProc1,31,MASH,both,mince,know,1051,julienne,3799,0,To cut or chop food into very small pieces,5
65,ExpProc1,32,BANTER,phonological,banal,know,933,banal,1093,1,Obvious or trite; commonplace,6
65,ExpProc1,33,SURRENDER,semantic,default,dontknow,1828,12345,341,0,"To fail to act, to pay, or to appear for judgment in court",9
65,ExpProc1,34,HUNT,unrelated,precocious,tipoftongue,3349,12345,666,0,Having developed certain abilities or proclivities at an earlier age than usual,10
65,ExpProc1,35,O'DONNELL,both,O'Connor,dontknow,1322,12345,2020,0,Last name of first female US Supreme Court justice,7
65,ExpProc1,36,PUPPY,semantic,gosling,dontknow,3734,12345,390,0,A young goose,7
65,ExpProc1,37,INIQUITOUS,both,injudicious,tipoftongue,5311,12345,6562,0,Showing poor judgment; unwise,11
65,ExpProc1,38,CLEAT,unrelated,Stockholm,tipoftongue,5249,12345,486,0,Capital of Sweden,9
65,ExpProc1,39,DEBT,unrelated,taciturn,know,6447,introverted,3107,0,"Saying little, reserved, uncommunicative",8
65,ExpProc1,40,ACCLIMATE,phonological,accolade,tipoftongue,8307,acclaim,2471,0,A ceremonial embrace; an award or expression of praise,9
65,ExpProc1,41,ADVERB,phonological,advocate,know,1645,advocate,2900,1,To plead the cause of another; to support or promote,8
65,ExpProc1,42,OTOLARYNGOLOGY,both,ornithology,know,1202,ornithology,2817,1,Branch of zoology dealing with birds,14
65,ExpProc1,43,OPAQUE,both,obscure,tipoftongue,10923,12345,8151,0,Not readily understood or clearly expressed,7
65,ExpProc1,44,SWEAT,unrelated,Revere,know,2437,revere,2571,1,Last name of American revolutionary known for his midnight ride,6
65,ExpProc1,45,MELVILLE,both,Miller,know,1914,Melville,1649,0,Last name of the author of The Crucible,7
65,ExpProc1,46,ANAEROBIC,phonological,anachronism,tipoftongue,4309,12345,626,0,Something out of keeping with the time in which it exists,11
65,ExpProc1,47,NECK,unrelated,Wayne,tipoftongue,6832,12345,9647,0,Last name of Batman's secret identity,5
65,ExpProc1,48,MONOGAMY,both,monotony,know,6501,monotonous,4039,0,Tedious sameness of tone or sound,8
65,ExpProc1,49,BALL,unrelated,Watson,know,865,Watson,5491,1,Last name of Sherlock Holmes' assistant and friend,6
65,ExpProc1,50,COIN,unrelated,Prague,dontknow,972,12345,1395,0,Capital of Czechoslovakia,6
65,ExpProc1,51,ALLERGEN,phonological,allocation,know,1190,allotment,2573,0,Portion set aside for a specific purpose or to particular persons or things,10
65,ExpProc1,52,LITERATE,both,loquacious,know,6698,gregarious,2573,0,Tending to talk much or freely; chatty,10
65,ExpProc1,53,AUSTERE,phonological,auspicious,tipoftongue,3210,12345,652,0,Showing or suggesting that future success is likely,10
65,ExpProc1,54,HIBISCUS,both,herbaceous,dontknow,3574,12345,308,0,"Term for type of plant without woody or persistent stem, whose leaves and roots are often used for food, medicine, or scent",10
65,ExpProc1,55,INTRODUCE,both,interject,know,2740,blurt,1966,0,"To say something abruptly, especially as an aside or interruption",9
65,ExpProc1,56,WAKE,unrelated,proposition,tipoftongue,5746,12345,998,0,Something offered for consideration or acceptance,11
